session_id,user_id,channel,device_type,region,traffic_source,category,session_length,total_time_spent,total_interactions,num_events,converted,dropped_off,purchase_value
S0008420,U005950,web,tablet,CA,email,Electronics,6,85,6,6,1,0,13.96
S0008421,U005103,app,tablet,DE,affiliate,Beauty,4,77,4,4,0,1,0.0
S0008422,U002683,app,tablet,CA,social,Accessories,7,128,7,7,1,0,114.5
S0008423,U002297,mobile,tablet,CA,organic,Beauty,6,114,6,6,1,0,341.16
S0008424,U000105,mobile,desktop,DE,direct,Shoes,5,58,5,5,1,0,82.22
S0008425,U003065,mobile,tablet,FR,direct,Electronics,7,144,7,7,0,1,0.0
S0008426,U003937,mobile,android,DE,email,Home,7,112,7,7,0,1,0.0
S0008427,U000190,mobile,ios,US,email,Sports,5,94,5,5,0,1,0.0
S0008428,U002082,app,android,FR,referral,Shoes,11,221,11,11,0,1,0.0
S0008429,U006548,mobile,android,US,email,Beauty,6,162,6,6,1,0,273.63
S0008430,U004005,mobile,android,UK,organic,Groceries,4,61,4,4,1,0,468.68
S0008431,U006223,app,tablet,DE,paid_search,Home,4,93,4,4,0,1,0.0
S0008432,U004349,mobile,ios,JP,referral,Sports,12,165,12,12,0,1,0.0
S0008433,U002514,mobile,android,UK,social,Accessories,8,155,8,8,0,1,0.0
S0008434,U004709,mobile,tablet,JP,paid_search,Home,4,57,4,4,0,1,0.0
S0008435,U003398,web,tablet,CA,referral,Beauty,5,60,5,5,0,1,0.0
S0008436,U006865,web,ios,IN,paid_search,Apparel,11,216,11,11,0,1,0.0
S0008437,U005212,web,android,AU,direct,Shoes,8,113,8,8,0,1,0.0
S0008438,U005526,mobile,desktop,FR,organic,Accessories,10,224,10,10,0,1,0.0
S0008439,U004124,mobile,android,IN,organic,Apparel,4,38,4,4,0,1,0.0
S0008440,U001894,app,desktop,AU,paid_search,Home,7,137,7,7,0,1,0.0
S0008441,U003297,mobile,desktop,IN,referral,Groceries,8,115,8,8,0,1,0.0
S0008442,U005518,mobile,tablet,FR,organic,Beauty,9,115,9,9,0,1,0.0
S0008443,U003473,web,android,BR,referral,Apparel,3,22,3,3,0,1,0.0
S0008444,U002893,app,ios,CA,organic,Apparel,3,77,3,3,0,1,0.0
S0008445,U005346,web,tablet,US,direct,Apparel,6,117,6,6,0,1,0.0
S0008446,U004653,app,ios,FR,referral,Electronics,3,52,3,3,0,1,0.0
S0008447,U002208,mobile,ios,AU,referral,Home,8,134,8,8,0,1,0.0
S0008448,U002567,mobile,tablet,JP,social,Apparel,10,180,10,10,0,1,0.0
S0008449,U003256,app,tablet,CA,organic,Home,6,104,6,6,1,0,207.18
S0008450,U004567,web,ios,FR,affiliate,Accessories,7,129,7,7,1,0,398.62
S0008451,U004328,app,desktop,FR,organic,Accessories,6,72,6,6,1,0,127.44
S0008452,U006415,web,ios,AU,paid_search,Sports,5,102,5,5,0,1,0.0
S0008453,U003407,mobile,ios,UK,email,Accessories,7,171,7,7,0,1,0.0
S0008454,U000318,web,ios,FR,direct,Beauty,6,130,6,6,1,0,219.76
S0008455,U002689,app,desktop,DE,affiliate,Groceries,7,123,7,7,1,0,182.95
S0008456,U007102,web,tablet,AU,referral,Accessories,8,129,8,8,0,1,0.0
S0008457,U003153,web,ios,FR,organic,Apparel,4,71,4,4,0,1,0.0
S0008458,U002378,app,ios,CA,organic,Shoes,6,65,6,6,0,1,0.0
S0008459,U003065,web,tablet,IN,paid_search,Apparel,9,179,9,9,1,0,495.08
S0008460,U001355,web,desktop,AU,email,Accessories,7,108,7,7,0,1,0.0
S0008461,U005209,mobile,android,JP,referral,Sports,7,127,7,7,0,1,0.0
S0008462,U007227,web,android,CA,direct,Electronics,5,47,5,5,0,1,0.0
S0008463,U006095,web,ios,CA,social,Groceries,4,37,4,4,0,1,0.0
S0008464,U000119,web,desktop,IN,organic,Accessories,7,135,7,7,1,0,209.25
S0008465,U006578,app,tablet,UK,direct,Accessories,9,225,9,9,1,0,471.74
S0008466,U001017,app,android,DE,email,Accessories,8,138,8,8,0,1,0.0
S0008467,U004201,web,tablet,CA,paid_search,Beauty,8,131,8,8,0,1,0.0
S0008468,U000481,mobile,desktop,CA,organic,Groceries,7,92,7,7,0,1,0.0
S0008469,U000888,app,desktop,FR,direct,Sports,3,65,3,3,0,1,0.0
S0008470,U003531,app,android,IN,referral,Beauty,3,39,3,3,0,1,0.0
S0008471,U001509,app,ios,UK,social,Electronics,10,221,10,10,1,0,331.69
S0008472,U004172,app,tablet,BR,paid_search,Beauty,6,112,6,6,0,1,0.0
S0008473,U002777,app,ios,BR,affiliate,Accessories,6,108,6,6,0,1,0.0
S0008474,U002596,web,desktop,JP,direct,Beauty,4,49,4,4,0,1,0.0
S0008475,U001486,web,tablet,US,organic,Shoes,8,181,8,8,0,1,0.0
S0008476,U003167,mobile,android,BR,affiliate,Apparel,4,98,4,4,0,1,0.0
S0008477,U004414,web,desktop,UK,referral,Home,4,90,4,4,1,0,74.72
S0008478,U005506,app,desktop,JP,referral,Sports,9,131,9,9,0,1,0.0
S0008479,U003470,web,android,FR,referral,Shoes,5,110,5,5,0,1,0.0
S0008480,U000658,mobile,desktop,US,referral,Shoes,6,106,6,6,0,1,0.0
S0008481,U003769,mobile,ios,JP,affiliate,Beauty,8,159,8,8,0,1,0.0
S0008482,U001475,mobile,android,IN,email,Accessories,4,89,4,4,1,0,364.35
S0008483,U004234,mobile,ios,US,paid_search,Electronics,6,70,6,6,0,1,0.0
S0008484,U005045,web,ios,DE,social,Sports,6,89,6,6,0,1,0.0
S0008485,U000493,web,desktop,JP,referral,Accessories,3,38,3,3,0,1,0.0
S0008486,U005619,mobile,desktop,JP,organic,Beauty,5,81,5,5,0,1,0.0
S0008487,U007059,mobile,desktop,BR,social,Electronics,5,88,5,5,1,0,421.71
S0008488,U004560,web,tablet,AU,organic,Sports,6,98,6,6,0,1,0.0
S0008489,U002378,app,tablet,CA,email,Beauty,5,60,5,5,0,1,0.0
S0008490,U000043,mobile,tablet,DE,paid_search,Shoes,6,78,6,6,1,0,386.15
S0008491,U004926,web,tablet,CA,direct,Apparel,3,49,3,3,1,0,114.14
S0008492,U005750,web,ios,JP,organic,Sports,3,32,3,3,0,1,0.0
S0008493,U000255,mobile,tablet,IN,organic,Home,10,192,10,10,0,1,0.0
S0008494,U006473,web,android,BR,paid_search,Shoes,8,165,8,8,0,1,0.0
S0008495,U000911,web,ios,DE,direct,Shoes,8,157,8,8,1,0,265.22
S0008496,U004183,app,android,AU,direct,Apparel,11,145,11,11,0,1,0.0
S0008497,U002174,app,tablet,DE,paid_search,Electronics,6,134,6,6,0,1,0.0
S0008498,U002664,web,tablet,AU,referral,Beauty,6,121,6,6,0,1,0.0
S0008499,U006234,mobile,desktop,IN,email,Home,7,113,7,7,0,1,0.0
S0008500,U002714,app,tablet,DE,organic,Accessories,5,90,5,5,0,1,0.0
S0008501,U004518,web,desktop,US,direct,Shoes,7,130,7,7,0,1,0.0
S0008502,U006257,app,tablet,US,paid_search,Accessories,4,54,4,4,1,0,50.15
S0008503,U001559,web,desktop,JP,social,Electronics,4,60,4,4,0,1,0.0
S0008504,U001185,mobile,android,US,organic,Shoes,5,112,5,5,1,0,386.78
S0008505,U006783,mobile,tablet,UK,email,Apparel,7,93,7,7,0,1,0.0
S0008506,U005267,app,desktop,UK,organic,Beauty,10,196,10,10,0,1,0.0
S0008507,U003890,web,desktop,UK,referral,Sports,3,36,3,3,0,1,0.0
S0008508,U000033,mobile,desktop,CA,referral,Apparel,5,88,5,5,1,0,47.25
S0008509,U000234,mobile,desktop,IN,direct,Home,5,100,5,5,0,1,0.0
S0008510,U006741,mobile,android,JP,direct,Groceries,5,122,5,5,0,1,0.0
S0008511,U007258,mobile,ios,CA,referral,Beauty,10,140,10,10,0,1,0.0
S0008512,U005431,app,android,US,referral,Beauty,6,111,6,6,0,1,0.0
S0008513,U006574,web,ios,DE,paid_search,Groceries,10,211,10,10,0,1,0.0
S0008514,U001330,mobile,android,FR,affiliate,Beauty,4,49,4,4,0,1,0.0
S0008515,U003299,app,ios,FR,email,Accessories,9,167,9,9,0,1,0.0
S0008516,U000896,app,tablet,DE,direct,Apparel,5,98,5,5,0,1,0.0
S0008517,U000403,web,desktop,BR,direct,Apparel,8,170,8,8,0,1,0.0
S0008518,U006516,web,ios,JP,social,Shoes,7,116,7,7,0,1,0.0
S0008519,U006204,app,desktop,US,affiliate,Accessories,3,53,3,3,0,1,0.0
S0008520,U005576,web,ios,US,email,Home,6,92,6,6,0,1,0.0
S0008521,U006736,web,android,DE,affiliate,Accessories,5,55,5,5,0,1,0.0
S0008522,U005250,web,desktop,US,paid_search,Apparel,6,97,6,6,0,1,0.0
S0008523,U005365,mobile,android,FR,social,Groceries,8,139,8,8,0,1,0.0
S0008524,U000664,mobile,ios,BR,affiliate,Accessories,7,123,7,7,1,0,475.37
S0008525,U000003,mobile,ios,DE,referral,Groceries,3,50,3,3,0,1,0.0
S0008526,U005123,mobile,tablet,UK,paid_search,Shoes,6,95,6,6,0,1,0.0
S0008527,U004605,web,android,CA,paid_search,Apparel,5,92,5,5,0,1,0.0
S0008528,U003363,mobile,android,DE,referral,Shoes,4,48,4,4,0,1,0.0
S0008529,U006094,web,android,CA,referral,Electronics,7,143,7,7,0,1,0.0
S0008530,U000358,app,ios,UK,direct,Electronics,8,155,8,8,0,1,0.0
S0008531,U005585,app,ios,DE,email,Home,8,103,8,8,0,1,0.0
S0008532,U001934,app,android,FR,affiliate,Apparel,5,125,5,5,1,0,468.68
S0008533,U005094,web,tablet,BR,paid_search,Electronics,5,131,5,5,1,0,475.37
S0008534,U003300,web,android,AU,direct,Sports,4,66,4,4,0,1,0.0
S0008535,U000186,app,tablet,DE,referral,Electronics,6,146,6,6,1,0,477.66
S0008536,U005506,app,desktop,CA,social,Groceries,7,145,7,7,0,1,0.0
S0008537,U001130,app,ios,CA,affiliate,Groceries,4,79,4,4,0,1,0.0
S0008538,U003079,web,desktop,AU,affiliate,Shoes,9,142,9,9,0,1,0.0
S0008539,U004235,web,desktop,FR,affiliate,Groceries,6,125,6,6,1,0,448.69
S0008540,U001133,mobile,tablet,CA,organic,Apparel,6,116,6,6,0,1,0.0
S0008541,U003835,app,ios,DE,email,Home,6,139,6,6,0,1,0.0
S0008542,U002549,app,tablet,FR,referral,Apparel,5,97,5,5,1,0,159.3
S0008543,U007022,app,ios,AU,organic,Groceries,6,92,6,6,1,0,228.96
S0008544,U000169,app,desktop,JP,organic,Electronics,9,132,9,9,1,0,353.52
S0008545,U006228,app,ios,BR,social,Electronics,3,58,3,3,0,1,0.0
S0008546,U005087,web,android,IN,organic,Electronics,4,72,4,4,0,1,0.0
S0008547,U006812,web,desktop,UK,direct,Electronics,3,57,3,3,0,1,0.0
S0008548,U005284,web,tablet,JP,email,Accessories,8,205,8,8,1,0,43.09
S0008549,U002115,mobile,desktop,FR,email,Apparel,9,201,9,9,1,0,12.65
S0008550,U007392,app,desktop,FR,organic,Groceries,7,126,7,7,0,1,0.0
S0008551,U005327,web,tablet,US,email,Accessories,7,110,7,7,0,1,0.0
S0008552,U001039,mobile,tablet,CA,organic,Electronics,7,146,7,7,0,1,0.0
S0008553,U001476,app,ios,BR,referral,Shoes,5,82,5,5,0,1,0.0
S0008554,U002043,mobile,desktop,IN,email,Home,7,140,7,7,0,1,0.0
S0008555,U001833,web,tablet,CA,email,Accessories,3,58,3,3,0,1,0.0
S0008556,U002235,mobile,android,IN,direct,Beauty,6,60,6,6,0,1,0.0
S0008557,U004936,mobile,ios,DE,social,Home,3,43,3,3,0,1,0.0
S0008558,U003381,app,ios,CA,paid_search,Electronics,6,92,6,6,0,1,0.0
S0008559,U000968,web,tablet,IN,paid_search,Beauty,7,105,7,7,0,1,0.0
S0008560,U007271,app,android,CA,organic,Groceries,7,155,7,7,1,0,11.44
S0008561,U003740,mobile,ios,FR,organic,Electronics,8,146,8,8,1,0,230.55
S0008562,U006537,mobile,android,US,email,Shoes,6,121,6,6,0,1,0.0
S0008563,U002498,web,android,CA,social,Beauty,5,97,5,5,1,0,132.66
S0008564,U005973,web,desktop,US,organic,Home,4,86,4,4,0,1,0.0
S0008565,U002447,web,desktop,AU,direct,Accessories,7,122,7,7,0,1,0.0
S0008566,U006779,mobile,ios,DE,paid_search,Groceries,4,59,4,4,1,0,355.08
S0008567,U005858,web,desktop,CA,organic,Beauty,7,142,7,7,0,1,0.0
S0008568,U002422,web,desktop,IN,affiliate,Apparel,5,104,5,5,0,1,0.0
S0008569,U006841,mobile,android,CA,organic,Shoes,9,169,9,9,0,1,0.0
S0008570,U003914,mobile,android,US,social,Beauty,5,95,5,5,0,1,0.0
S0008571,U000506,app,desktop,IN,direct,Electronics,5,89,5,5,0,1,0.0
S0008572,U005063,app,android,DE,affiliate,Groceries,7,166,7,7,0,1,0.0
S0008573,U001529,web,ios,CA,referral,Accessories,5,82,5,5,0,1,0.0
S0008574,U001522,app,ios,UK,direct,Electronics,6,89,6,6,0,1,0.0
S0008575,U006826,web,ios,BR,email,Electronics,5,106,5,5,0,1,0.0
S0008576,U007390,web,desktop,UK,referral,Apparel,6,115,6,6,0,1,0.0
S0008577,U000737,mobile,tablet,AU,social,Apparel,5,121,5,5,0,1,0.0
S0008578,U000345,mobile,ios,IN,referral,Groceries,5,59,5,5,0,1,0.0
S0008579,U005240,web,ios,BR,organic,Accessories,6,141,6,6,0,1,0.0
S0008580,U007129,app,desktop,JP,affiliate,Accessories,6,142,6,6,0,1,0.0
S0008581,U003217,web,ios,IN,email,Groceries,8,141,8,8,1,0,398.92
S0008582,U001129,mobile,tablet,UK,direct,Sports,5,125,5,5,0,1,0.0
S0008583,U007101,mobile,android,UK,email,Home,8,99,8,8,0,1,0.0
S0008584,U002543,app,desktop,BR,email,Electronics,3,68,3,3,0,1,0.0
S0008585,U004910,mobile,android,CA,email,Shoes,10,172,10,10,0,1,0.0
S0008586,U004187,web,tablet,CA,email,Home,8,115,8,8,0,1,0.0
S0008587,U004160,app,desktop,US,direct,Shoes,7,134,7,7,1,0,381.59
S0008588,U003956,app,android,BR,direct,Apparel,11,148,11,11,0,1,0.0
S0008589,U006261,mobile,tablet,DE,affiliate,Groceries,7,173,7,7,1,0,446.12
S0008590,U006945,mobile,tablet,CA,email,Shoes,11,214,11,11,0,1,0.0
S0008591,U005926,mobile,desktop,UK,direct,Sports,7,123,7,7,0,1,0.0
S0008592,U005723,mobile,ios,JP,referral,Sports,7,175,7,7,1,0,399.73
S0008593,U005266,app,ios,IN,social,Groceries,4,52,4,4,1,0,322.37
S0008594,U002210,mobile,tablet,DE,social,Apparel,9,149,9,9,0,1,0.0
S0008595,U002756,web,ios,US,affiliate,Accessories,5,140,5,5,1,0,230.75
S0008596,U003520,app,ios,US,paid_search,Apparel,5,67,5,5,0,1,0.0
S0008597,U002091,app,tablet,DE,organic,Home,7,127,7,7,0,1,0.0
S0008598,U001363,mobile,desktop,DE,paid_search,Groceries,5,95,5,5,0,1,0.0
S0008599,U002303,web,ios,UK,affiliate,Groceries,6,83,6,6,0,1,0.0
S0008600,U003091,mobile,android,CA,affiliate,Home,5,82,5,5,0,1,0.0
S0008601,U006542,web,tablet,FR,affiliate,Apparel,9,168,9,9,0,1,0.0
S0008602,U004385,app,android,FR,affiliate,Groceries,5,62,5,5,0,1,0.0
S0008603,U007065,app,tablet,FR,organic,Apparel,9,149,9,9,1,0,80.19
S0008604,U004568,app,desktop,UK,organic,Home,5,77,5,5,0,1,0.0
S0008605,U002519,app,android,UK,social,Groceries,6,71,6,6,1,0,330.52
S0008606,U002043,mobile,android,FR,affiliate,Home,3,36,3,3,0,1,0.0
S0008607,U000207,web,ios,CA,direct,Apparel,6,117,6,6,1,0,177.69
S0008608,U006745,web,ios,CA,email,Electronics,5,96,5,5,0,1,0.0
S0008609,U004754,web,ios,BR,social,Accessories,4,42,4,4,0,1,0.0
S0008610,U006645,app,tablet,FR,organic,Electronics,5,74,5,5,0,1,0.0
S0008611,U001186,mobile,desktop,IN,direct,Sports,7,142,7,7,0,1,0.0
S0008612,U007368,app,android,FR,social,Shoes,8,184,8,8,1,0,362.52
S0008613,U005136,app,ios,AU,direct,Beauty,4,45,4,4,0,1,0.0
S0008614,U006847,web,ios,JP,social,Accessories,6,93,6,6,0,1,0.0
S0008615,U002884,mobile,ios,BR,social,Electronics,4,105,4,4,1,0,140.34
S0008616,U007331,app,tablet,CA,social,Shoes,7,111,7,7,0,1,0.0
S0008617,U005705,web,android,UK,organic,Beauty,6,129,6,6,0,1,0.0
S0008618,U001194,web,desktop,UK,email,Electronics,6,68,6,6,1,0,71.34
S0008619,U003828,mobile,tablet,BR,affiliate,Sports,7,108,7,7,0,1,0.0
S0008620,U005663,app,desktop,AU,paid_search,Home,10,180,10,10,0,1,0.0
S0008621,U003011,web,android,FR,email,Beauty,4,91,4,4,0,1,0.0
S0008622,U000954,web,android,IN,affiliate,Electronics,3,43,3,3,0,1,0.0
S0008623,U001259,mobile,android,AU,social,Groceries,6,125,6,6,0,1,0.0
S0008624,U005123,web,tablet,IN,email,Home,9,152,9,9,0,1,0.0
S0008625,U001958,app,desktop,US,paid_search,Electronics,8,150,8,8,0,1,0.0
S0008626,U000399,mobile,tablet,US,social,Apparel,9,172,9,9,0,1,0.0
S0008627,U002300,web,tablet,IN,referral,Shoes,6,99,6,6,0,1,0.0
S0008628,U006128,web,desktop,DE,social,Shoes,6,120,6,6,0,1,0.0
S0008629,U005004,web,tablet,IN,email,Electronics,3,59,3,3,1,0,279.16
S0008630,U005512,app,ios,DE,social,Sports,3,62,3,3,0,1,0.0
S0008631,U002985,web,desktop,FR,social,Electronics,3,54,3,3,1,0,463.66
S0008632,U003813,mobile,ios,US,organic,Accessories,4,99,4,4,0,1,0.0
S0008633,U001063,app,android,BR,organic,Beauty,6,76,6,6,1,0,25.16
S0008634,U002527,mobile,android,IN,social,Home,4,80,4,4,0,1,0.0
S0008635,U006596,app,desktop,DE,referral,Groceries,5,84,5,5,0,1,0.0
S0008636,U001580,app,android,BR,direct,Home,11,203,11,11,0,1,0.0
S0008637,U000738,web,ios,JP,paid_search,Groceries,8,148,8,8,0,1,0.0
S0008638,U004787,mobile,tablet,BR,social,Sports,9,196,9,9,0,1,0.0
S0008639,U002669,web,android,DE,email,Beauty,6,107,6,6,1,0,259.55
S0008640,U001722,web,desktop,FR,affiliate,Beauty,9,171,9,9,0,1,0.0
S0008641,U003823,app,ios,AU,direct,Groceries,3,33,3,3,0,1,0.0
S0008642,U001021,app,tablet,UK,paid_search,Beauty,7,151,7,7,0,1,0.0
S0008643,U002876,web,tablet,US,direct,Apparel,5,75,5,5,0,1,0.0
S0008644,U002759,app,ios,CA,paid_search,Sports,7,120,7,7,0,1,0.0
S0008645,U000067,app,android,US,paid_search,Beauty,6,137,6,6,0,1,0.0
S0008646,U004475,web,tablet,FR,direct,Electronics,9,166,9,9,1,0,412.16
S0008647,U002167,app,android,US,paid_search,Accessories,3,61,3,3,1,0,56.05
S0008648,U005447,web,android,US,affiliate,Accessories,6,140,6,6,0,1,0.0
S0008649,U002507,app,ios,FR,referral,Groceries,5,94,5,5,0,1,0.0
S0008650,U003711,mobile,ios,FR,email,Sports,7,116,7,7,0,1,0.0
S0008651,U005410,web,tablet,CA,social,Sports,7,126,7,7,0,1,0.0
S0008652,U002923,web,android,US,social,Apparel,5,80,5,5,0,1,0.0
S0008653,U007217,web,tablet,IN,paid_search,Beauty,5,131,5,5,0,1,0.0
S0008654,U000949,web,android,US,social,Home,6,110,6,6,0,1,0.0
S0008655,U002705,mobile,android,AU,email,Sports,5,85,5,5,0,1,0.0
S0008656,U006147,app,desktop,DE,paid_search,Groceries,5,106,5,5,0,1,0.0
S0008657,U005237,app,ios,IN,referral,Electronics,5,98,5,5,0,1,0.0
S0008658,U003088,mobile,desktop,JP,organic,Beauty,6,91,6,6,0,1,0.0
S0008659,U006869,mobile,desktop,IN,organic,Groceries,12,212,12,12,0,1,0.0
S0008660,U007412,mobile,android,DE,direct,Accessories,7,141,7,7,0,1,0.0
S0008661,U003547,app,tablet,AU,organic,Beauty,7,122,7,7,0,1,0.0
S0008662,U002559,mobile,android,CA,email,Beauty,4,65,4,4,0,1,0.0
S0008663,U000533,web,tablet,BR,affiliate,Sports,5,126,5,5,1,0,444.17
S0008664,U004609,mobile,android,BR,organic,Groceries,6,113,6,6,0,1,0.0
S0008665,U001425,app,ios,CA,email,Electronics,4,46,4,4,0,1,0.0
S0008666,U003629,app,tablet,BR,referral,Groceries,6,60,6,6,0,1,0.0
S0008667,U003232,mobile,tablet,AU,referral,Home,4,59,4,4,0,1,0.0
S0008668,U005976,mobile,android,IN,paid_search,Groceries,5,63,5,5,0,1,0.0
S0008669,U004371,app,android,FR,email,Apparel,7,121,7,7,0,1,0.0
S0008670,U002666,app,tablet,BR,paid_search,Groceries,9,151,9,9,1,0,88.62
S0008671,U005579,app,android,CA,organic,Sports,4,116,4,4,0,1,0.0
S0008672,U004793,app,tablet,DE,affiliate,Shoes,3,48,3,3,0,1,0.0
S0008673,U006879,mobile,desktop,US,affiliate,Accessories,6,143,6,6,0,1,0.0
S0008674,U000279,web,tablet,IN,paid_search,Electronics,7,119,7,7,0,1,0.0
S0008675,U000754,web,tablet,JP,social,Accessories,6,118,6,6,0,1,0.0
S0008676,U001247,app,ios,BR,paid_search,Home,6,92,6,6,0,1,0.0
S0008677,U004871,mobile,android,BR,email,Groceries,7,121,7,7,0,1,0.0
S0008678,U006229,app,ios,JP,organic,Sports,8,117,8,8,0,1,0.0
S0008679,U000168,mobile,desktop,JP,paid_search,Groceries,5,94,5,5,0,1,0.0
S0008680,U006425,web,desktop,DE,social,Home,6,109,6,6,0,1,0.0
S0008681,U001949,web,tablet,DE,email,Beauty,8,163,8,8,0,1,0.0
S0008682,U001532,web,desktop,UK,email,Accessories,7,146,7,7,0,1,0.0
S0008683,U003115,mobile,android,IN,referral,Electronics,4,72,4,4,0,1,0.0
S0008684,U001232,app,desktop,DE,social,Shoes,8,109,8,8,0,1,0.0
S0008685,U000798,mobile,android,JP,direct,Shoes,4,58,4,4,0,1,0.0
S0008686,U003247,mobile,android,US,affiliate,Sports,5,85,5,5,1,0,400.4
S0008687,U005994,mobile,desktop,JP,email,Groceries,3,66,3,3,0,1,0.0
S0008688,U000786,mobile,android,AU,email,Groceries,4,77,4,4,0,1,0.0
S0008689,U005230,mobile,android,UK,direct,Sports,8,127,8,8,0,1,0.0
S0008690,U001444,app,desktop,BR,direct,Groceries,4,78,4,4,0,1,0.0
S0008691,U001119,app,ios,JP,direct,Shoes,5,121,5,5,0,1,0.0
S0008692,U000467,app,desktop,UK,direct,Groceries,7,152,7,7,0,1,0.0
S0008693,U000310,mobile,tablet,JP,social,Home,6,88,6,6,0,1,0.0
S0008694,U004714,mobile,desktop,BR,email,Apparel,5,106,5,5,0,1,0.0
S0008695,U001566,web,desktop,IN,paid_search,Electronics,8,145,8,8,0,1,0.0
S0008696,U003690,app,desktop,BR,direct,Groceries,4,60,4,4,0,1,0.0
S0008697,U000771,app,desktop,UK,affiliate,Sports,10,180,10,10,0,1,0.0
S0008698,U001951,web,tablet,CA,paid_search,Beauty,6,120,6,6,0,1,0.0
S0008699,U001910,app,tablet,FR,paid_search,Accessories,8,112,8,8,0,1,0.0
S0008700,U000876,mobile,android,JP,paid_search,Home,3,64,3,3,1,0,434.89
S0008701,U004420,web,ios,AU,social,Groceries,8,176,8,8,1,0,299.84
S0008702,U005944,mobile,tablet,US,affiliate,Sports,7,143,7,7,1,0,341.67
S0008703,U002452,mobile,tablet,IN,paid_search,Home,4,117,4,4,0,1,0.0
S0008704,U003510,web,android,DE,direct,Home,6,80,6,6,0,1,0.0
S0008705,U001556,app,desktop,JP,direct,Electronics,4,58,4,4,1,0,421.85
S0008706,U002891,mobile,ios,UK,paid_search,Shoes,7,100,7,7,0,1,0.0
S0008707,U007487,app,android,FR,social,Sports,6,71,6,6,0,1,0.0
S0008708,U006319,web,ios,FR,affiliate,Shoes,3,49,3,3,0,1,0.0
S0008709,U002234,web,android,DE,organic,Shoes,6,102,6,6,0,1,0.0
S0008710,U001321,app,desktop,BR,paid_search,Home,5,80,5,5,0,1,0.0
S0008711,U002214,app,ios,BR,social,Shoes,5,75,5,5,0,1,0.0
S0008712,U002071,mobile,android,JP,email,Beauty,6,91,6,6,0,1,0.0
S0008713,U004267,mobile,ios,CA,social,Shoes,10,204,10,10,1,0,16.52
S0008714,U002108,app,android,FR,paid_search,Electronics,6,104,6,6,0,1,0.0
S0008715,U000698,mobile,tablet,DE,social,Apparel,4,89,4,4,1,0,124.72
S0008716,U003893,app,desktop,JP,referral,Sports,5,79,5,5,0,1,0.0
S0008717,U002279,app,desktop,BR,direct,Electronics,10,209,10,10,0,1,0.0
S0008718,U001144,mobile,android,IN,organic,Beauty,5,109,5,5,0,1,0.0
S0008719,U005902,mobile,android,DE,affiliate,Home,7,141,7,7,1,0,323.43
S0008720,U002090,mobile,tablet,AU,email,Groceries,6,119,6,6,0,1,0.0
S0008721,U002180,app,tablet,FR,paid_search,Shoes,6,100,6,6,0,1,0.0
S0008722,U007494,mobile,tablet,CA,paid_search,Accessories,6,85,6,6,0,1,0.0
S0008723,U002405,web,tablet,JP,social,Beauty,8,128,8,8,1,0,475.15
S0008724,U006007,app,desktop,US,paid_search,Shoes,8,140,8,8,0,1,0.0
S0008725,U002727,app,tablet,CA,email,Sports,6,110,6,6,0,1,0.0
S0008726,U001891,web,ios,IN,organic,Beauty,4,56,4,4,0,1,0.0
S0008727,U000588,app,tablet,JP,email,Sports,4,46,4,4,0,1,0.0
S0008728,U006331,mobile,ios,CA,direct,Groceries,8,147,8,8,0,1,0.0
S0008729,U007459,app,ios,IN,email,Accessories,3,50,3,3,0,1,0.0
S0008730,U005654,mobile,desktop,CA,paid_search,Electronics,7,141,7,7,0,1,0.0
S0008731,U003237,web,android,BR,paid_search,Sports,8,85,8,8,0,1,0.0
S0008732,U006822,app,desktop,FR,referral,Shoes,6,96,6,6,0,1,0.0
S0008733,U002211,web,tablet,AU,social,Beauty,3,43,3,3,0,1,0.0
S0008734,U000240,app,ios,US,direct,Electronics,9,196,9,9,0,1,0.0
S0008735,U002936,mobile,desktop,BR,affiliate,Accessories,7,128,7,7,0,1,0.0
S0008736,U003293,web,ios,JP,organic,Groceries,3,61,3,3,0,1,0.0
S0008737,U003956,mobile,ios,DE,organic,Home,8,108,8,8,0,1,0.0
S0008738,U006213,app,desktop,IN,referral,Accessories,6,78,6,6,1,0,470.41
S0008739,U006612,web,desktop,CA,organic,Electronics,5,79,5,5,0,1,0.0
S0008740,U005470,web,ios,CA,affiliate,Electronics,3,65,3,3,0,1,0.0
S0008741,U006115,app,desktop,UK,affiliate,Groceries,4,79,4,4,1,0,268.02
S0008742,U001692,mobile,ios,JP,social,Home,3,69,3,3,0,1,0.0
S0008743,U005870,app,ios,JP,direct,Sports,5,111,5,5,1,0,364.42
S0008744,U003846,mobile,android,BR,paid_search,Sports,4,109,4,4,1,0,385.3
S0008745,U001543,app,tablet,IN,social,Sports,7,119,7,7,0,1,0.0
S0008746,U001786,web,desktop,UK,email,Sports,4,79,4,4,0,1,0.0
S0008747,U004977,mobile,ios,FR,direct,Accessories,4,87,4,4,0,1,0.0
S0008748,U003329,web,android,IN,paid_search,Shoes,3,55,3,3,0,1,0.0
S0008749,U004154,web,ios,US,paid_search,Apparel,9,118,9,9,0,1,0.0
S0008750,U003889,web,android,IN,paid_search,Accessories,3,64,3,3,0,1,0.0
S0008751,U006915,mobile,ios,DE,email,Electronics,4,46,4,4,0,1,0.0
S0008752,U006888,web,ios,UK,email,Sports,6,79,6,6,0,1,0.0
S0008753,U007427,web,android,CA,paid_search,Beauty,6,102,6,6,0,1,0.0
